Algoritmo,Iteraciones,Largo del Camino (km),Velocidad Promedio (km/h),Tiempo de Viaje (min),Tiempo Total (s)
a_star,349,3.9958530000000003,40.48780487804878,5.921565289156628,0.018184661865234375
dijkstra,3207,7.125830000000003,44.94505494505494,9.512721711491448,0.04830217361450195
a_star,1365,7.125830000000003,44.94505494505494,9.512721711491448,0.032114505767822266
dijkstra,3502,6.784607000000001,52.4390243902439,7.762852660465118,0.05077815055847168
a_star,794,6.782334000000001,48.57142857142857,8.378177294117648,0.024901866912841797
dijkstra,2757,7.584921999999999,40.0,11.377382999999998,0.03994560241699219
a_star,609,7.584921999999999,40.0,11.377382999999998,0.023288249969482422
dijkstra,4373,12.128225999999998,40.0,18.192338999999997,0.059162139892578125
a_star,2616,12.986762999999993,40.0,19.480144499999987,0.04534649848937988
dijkstra,285,0.855494,40.0,1.2832409999999999,0.01800251007080078
a_star,22,0.855494,40.0,1.2832409999999999,0.0160977840423584
dijkstra,2409,4.542484,46.92307692307692,5.808422163934427,0.036585330963134766
a_star,870,4.542484,46.92307692307692,5.808422163934427,0.02597832679748535
dijkstra,2829,5.91753,40.0,8.876294999999999,0.0435948371887207
a_star,1039,5.91753,40.0,8.876294999999999,0.026382923126220703
dijkstra,1406,6.460436000000001,60.26315789473684,6.43222448908297,0.029323816299438477
a_star,1264,6.391126000000006,40.0,9.586689000000009,0.02994823455810547
dijkstra,1207,2.185151,40.0,3.2777265,0.02634429931640625
a_star,185,2.185151,40.0,3.2777265,0.016998291015625
dijkstra,2359,7.972213,41.72839506172839,11.463004491124261,0.036582231521606445
a_star,1215,7.665048999999999,40.476190476190474,11.362307929411763,0.027998924255371094
dijkstra,1420,4.8900749999999995,53.46938775510204,5.487336068702289,0.028547048568725586
a_star,878,4.798889999999998,43.63636363636363,6.598473749999998,0.023760557174682617
dijkstra,768,1.5851239999999995,40.0,2.3776859999999993,0.021054983139038086
a_star,156,1.5851239999999995,40.0,2.3776859999999993,0.01711273193359375
dijkstra,2265,4.051302,40.0,6.076953,0.036226511001586914
a_star,440,4.0662389999999995,40.0,6.099358499999999,0.020105838775634766
dijkstra,3156,4.373740999999999,40.0,6.5606114999999985,0.044928789138793945
a_star,1060,4.373740999999999,40.0,6.5606114999999985,0.027671098709106445
dijkstra,1482,2.968782,40.0,4.453173,0.027525663375854492
a_star,195,3.153175,40.0,4.7297625000000005,0.01746082305908203
dijkstra,1415,14.039255,56.666666666666664,14.865093529411766,0.027097702026367188
a_star,628,14.099635000000003,52.765957446808514,16.032649475806455,0.023596763610839844
dijkstra,2885,4.665047999999999,41.63934426229508,6.722077039370077,0.04199957847595215
a_star,731,4.665047999999999,41.63934426229508,6.722077039370077,0.02199840545654297
dijkstra,799,2.6570339999999986,40.0,3.985550999999998,0.02140641212463379
a_star,320,2.6570339999999986,40.0,3.985550999999998,0.019138574600219727
dijkstra,1105,3.4257160000000004,50.0,4.1108592,0.025326967239379883
a_star,284,3.4257160000000004,50.0,4.1108592,0.018000125885009766
dijkstra,1648,3.000636,40.0,4.500954,0.029416799545288086
a_star,346,3.069381,40.0,4.6040715,0.01826000213623047
dijkstra,570,2.1971089999999998,56.666666666666664,2.3263507058823527,0.020728111267089844
a_star,232,2.0833649999999992,41.724137931034484,2.995913305785123,0.016607284545898438
dijkstra,1643,3.9121939999999995,40.0,5.868290999999999,0.029056787490844727
a_star,612,3.9121939999999995,40.0,5.868290999999999,0.021098852157592773
dijkstra,403,1.3696260000000002,40.0,2.0544390000000003,0.01819586753845215
a_star,64,1.3696260000000002,40.0,2.0544390000000003,0.015142440795898438
dijkstra,2821,5.692524999999999,46.3013698630137,7.376703994082839,0.04131197929382324
a_star,1068,5.661705999999998,45.833333333333336,7.411687854545452,0.02669525146484375
dijkstra,4209,9.188407000000003,41.98019801980198,13.132487363207552,0.05574202537536621
a_star,2507,8.861096000000003,40.41237113402062,13.156014979591841,0.04172205924987793
dijkstra,1452,5.8579930000000004,42.745098039215684,8.22268742201835,0.027469396591186523
a_star,664,5.7250950000000005,40.4,8.502616336633665,0.022264957427978516
dijkstra,3611,8.397675999999999,42.04081632653061,11.985032737864078,0.050066471099853516
a_star,2231,8.015861000000001,40.19607843137255,11.965138858536587,0.03931403160095215
dijkstra,1944,3.135746,45.12820512820513,4.169116840909091,0.03441190719604492
a_star,174,3.135746,45.12820512820513,4.169116840909091,0.01598358154296875
dijkstra,4186,13.077905999999988,50.34965034965035,15.584504649999987,0.05507493019104004
a_star,3617,12.887521999999999,45.034013605442176,17.170384296072505,0.0559237003326416
dijkstra,745,1.6432849999999999,40.0,2.4649275,0.021897077560424805
a_star,159,1.6432849999999999,40.0,2.4649275,0.016469478607177734
dijkstra,2485,9.170823000000002,43.48837209302326,12.652793229946527,0.0395808219909668
a_star,542,8.855133,40.0,13.282699500000001,0.022368431091308594
dijkstra,391,1.077061,40.0,1.6155915,0.019002199172973633
a_star,77,1.077061,40.0,1.6155915,0.015418529510498047
dijkstra,897,4.021571,59.81481481481482,4.034021684210526,0.022182941436767578
a_star,619,3.463911999999999,48.490566037735846,4.286085665369649,0.023098468780517578
dijkstra,350,0.9828760000000001,40.0,1.4743140000000001,0.017900943756103516
a_star,39,0.9828760000000001,40.0,1.4743140000000001,0.014574766159057617
dijkstra,4172,7.509949999999999,40.0,11.264924999999998,0.05552220344543457
a_star,931,7.509949999999999,40.0,11.264924999999998,0.026000022888183594
dijkstra,2634,7.313096,53.05263157894737,8.270763333333333,0.04549455642700195
a_star,1037,7.313096,53.05263157894737,8.270763333333333,0.03099226951599121
dijkstra,2621,5.762753000000001,48.97435897435897,7.060126712041887,0.04532051086425781
a_star,1318,5.762753000000001,48.97435897435897,7.060126712041887,0.033204078674316406
dijkstra,945,1.9565390000000003,40.0,2.9348085000000004,0.025990724563598633
a_star,246,1.9674060000000004,40.0,2.9511090000000006,0.019998788833618164
dijkstra,686,1.587001,40.0,2.3805015000000003,0.02098226547241211
a_star,237,1.587001,40.0,2.3805015000000003,0.017287015914916992
dijkstra,2338,6.737182999999999,46.23376623376623,8.743198162921347,0.03548407554626465
a_star,870,6.186284999999999,40.470588235294116,9.171527180232557,0.025365114212036133
dijkstra,1218,2.253478,40.0,3.380217,0.026642560958862305
a_star,59,2.253478,40.0,3.380217,0.01418924331665039
dijkstra,3215,6.204136999999998,40.0,9.306205499999995,0.047315120697021484
a_star,1600,6.250131,40.0,9.3751965,0.0334014892578125
dijkstra,1010,4.33298,47.17948717948718,5.510420217391304,0.02611088752746582
a_star,574,4.173591999999999,41.46341463414634,6.039433129411764,0.023360729217529297
dijkstra,3977,11.067236999999995,47.94117647058823,13.851020539877295,0.05472254753112793
a_star,2789,10.973132999999995,47.40384615384615,13.888914791075045,0.05327248573303223
dijkstra,1132,4.330012,52.0,4.996167692307693,0.040285587310791016
a_star,584,4.128875000000001,44.44444444444444,5.573981250000001,0.02601456642150879
dijkstra,4092,7.809098000000002,40.0,11.713647000000003,0.062020301818847656
a_star,1671,7.9934910000000015,40.0,11.990236500000002,0.037000179290771484
dijkstra,986,2.157976,40.0,3.236964,0.026000022888183594
a_star,190,2.157976,40.0,3.236964,0.017984390258789062
dijkstra,4246,11.503482000000007,44.15094339622642,15.632937076923085,0.060099124908447266
a_star,2715,10.919425000000006,40.87719298245614,16.027653862660955,0.047899484634399414
dijkstra,4135,8.243205000000001,40.0,12.364807500000001,0.060691118240356445
a_star,1385,8.243205000000001,40.0,12.364807500000001,0.030445575714111328
dijkstra,939,3.2119110000000006,66.06060606060606,2.9172402660550465,0.024556875228881836
a_star,73,3.19475,66.20689655172414,2.8952421874999996,0.016104936599731445
dijkstra,2558,8.005276000000002,41.627906976744185,11.538330770949724,0.04100370407104492
a_star,713,7.7273109999999985,40.68181818181818,11.39670449162011,0.022316455841064453
dijkstra,3361,9.380441000000001,46.38095238095238,12.134862073921974,0.04977250099182129
a_star,2184,8.998626000000002,44.4954128440367,12.134229698969072,0.039568424224853516
dijkstra,2828,4.964874999999999,40.0,7.447312499999999,0.04389834403991699
a_star,221,4.964874999999999,40.0,7.447312499999999,0.01642441749572754
dijkstra,3605,10.035640999999996,50.15625,12.005252785046725,0.05093121528625488
a_star,2555,10.030542999999993,50.0,12.036651599999992,0.04500174522399902
dijkstra,1071,2.3074390000000005,40.0,3.4611585000000007,0.025165319442749023
a_star,132,2.3074390000000005,40.0,3.4611585000000007,0.017180919647216797
dijkstra,4398,16.668689000000004,40.0,25.003033500000004,0.060243844985961914
a_star,2195,17.369008000000004,40.0,26.053512000000005,0.042224884033203125
dijkstra,2950,7.713789000000003,48.46153846153846,9.550405428571432,0.0432894229888916
a_star,628,7.713789000000003,48.46153846153846,9.550405428571432,0.020968914031982422
dijkstra,1966,4.748927000000003,50.294117647058826,5.665386596491231,0.036101579666137695
a_star,790,4.748927000000003,50.294117647058826,5.665386596491231,0.024583816528320312
dijkstra,2501,4.4409800000000015,41.851851851851855,6.366714690265488,0.03876519203186035
a_star,580,4.201951,40.0,6.302926500000001,0.023886442184448242
dijkstra,2052,6.864225999999999,40.0,10.296338999999998,0.034101247787475586
a_star,247,6.864225999999999,40.0,10.296338999999998,0.01900458335876465
dijkstra,3160,4.277312,40.0,6.415968,0.047241926193237305
a_star,548,4.277312,40.0,6.415968,0.021326780319213867
dijkstra,3707,7.142247999999998,44.205607476635514,9.694129420718813,0.05343270301818848
a_star,1157,7.142247999999998,44.205607476635514,9.694129420718813,0.027394533157348633
dijkstra,1618,2.6877869999999997,40.0,4.031680499999999,0.031999826431274414
a_star,346,2.6877869999999997,40.0,4.031680499999999,0.0189511775970459
dijkstra,3791,9.213068999999992,47.450980392156865,11.649583115702468,0.05253863334655762
a_star,2537,9.11896499999999,46.92307692307692,11.660315901639333,0.04479074478149414
dijkstra,3759,17.05592399999999,48.8235294117647,20.9602921445783,0.05353593826293945
a_star,1761,17.05592399999999,48.8235294117647,20.9602921445783,0.03636598587036133
dijkstra,3625,6.968736999999998,40.0,10.453105499999998,0.05153393745422363
a_star,182,7.134842,40.0,10.702263,0.018108367919921875
dijkstra,3,0.073242,40.0,0.109863,0.014415264129638672
a_star,1,0.073242,40.0,0.109863,0.01400446891784668
dijkstra,1502,6.181304,41.785714285714285,8.875718564102565,0.029201507568359375
a_star,253,6.181304,41.785714285714285,8.875718564102565,0.02400040626525879
dijkstra,3136,8.343842999999998,47.30769230769231,10.582435024390241,0.049573421478271484
a_star,1331,8.326681999999996,46.6,10.72104978540772,0.029333829879760742
dijkstra,3364,7.3949609999999995,44.81481481481482,9.900691586776858,0.05101442337036133
a_star,1900,6.938582000000004,40.0,10.407873000000006,0.034180641174316406
dijkstra,1003,2.893411000000001,54.0,3.2149011111111117,0.025946617126464844
a_star,263,2.618605,40.0,3.9279075,0.020009994506835938
dijkstra,53,0.39353899999999997,40.0,0.5903084999999999,0.015192985534667969
a_star,8,0.39353899999999997,40.0,0.5903084999999999,0.014512777328491211
dijkstra,3246,10.511241,44.608695652173914,14.13792649122807,0.04659605026245117
a_star,2014,10.403912,44.39655172413793,14.06043252815534,0.03675365447998047
dijkstra,352,1.120801,44.0,1.528365,0.01737809181213379
a_star,36,1.095112,42.666666666666664,1.5400012500000002,0.015156269073486328
dijkstra,3396,5.2324779999999995,41.142857142857146,7.630697083333332,0.04990887641906738
a_star,1005,5.222701999999999,40.857142857142854,7.669702237762237,0.026541948318481445
dijkstra,3995,7.9084020000000015,42.325581395348834,11.210811626373628,0.057198286056518555
a_star,2052,7.606025000000002,40.48192771084337,11.273215625000002,0.039408206939697266
dijkstra,1834,3.832252,54.0,4.258057777777778,0.03249001502990723
a_star,697,3.6334700000000013,40.0,5.450205000000002,0.025894641876220703
dijkstra,436,1.1291540000000002,40.0,1.6937310000000003,0.01900196075439453
a_star,128,1.1291540000000002,40.0,1.6937310000000003,0.01610851287841797
dijkstra,1618,3.0954360000000003,48.8235294117647,3.804029783132531,0.03028726577758789
a_star,304,3.0954360000000003,48.8235294117647,3.804029783132531,0.018169879913330078
dijkstra,24,0.33177100000000004,40.0,0.4976565,0.01399993896484375
a_star,4,0.33177100000000004,40.0,0.4976565,0.01816248893737793
dijkstra,2448,5.993206000000002,40.0,8.989809000000003,0.03854513168334961
a_star,1055,6.177599000000001,40.0,9.266398500000001,0.028337478637695312
dijkstra,2991,4.812566,41.42857142857143,6.969923172413793,0.0447542667388916
a_star,911,4.718462,40.45454545454545,6.998168359550562,0.023923397064208984
dijkstra,702,1.7440309999999999,40.0,2.6160464999999995,0.019713163375854492
a_star,215,1.7440309999999999,40.0,2.6160464999999995,0.017441272735595703
dijkstra,4128,7.141112,40.303030303030305,10.63112914285714,0.05724692344665527
a_star,822,7.141112,40.303030303030305,10.63112914285714,0.022893905639648438
dijkstra,4326,10.224914,43.24324324324324,14.187068175,0.05577230453491211
a_star,1552,9.574274,40.0,14.361411,0.032938241958618164
dijkstra,3448,7.183757000000001,51.73913043478261,8.330743411764706,0.04729962348937988
a_star,1415,7.183757000000001,51.73913043478261,8.330743411764706,0.029306411743164062
dijkstra,2657,12.088564000000002,50.204081632653065,14.447308195121952,0.04025530815124512
a_star,1462,12.088564000000002,50.204081632653065,14.447308195121952,0.02952861785888672
dijkstra,3530,9.770214999999991,50.427350427350426,11.624899881355923,0.05073952674865723
a_star,2571,9.624469999999997,46.05042016806723,12.539911642335763,0.04330301284790039
dijkstra,2233,3.591913,40.0,5.3878695,0.035208702087402344
a_star,629,3.591913,40.0,5.3878695,0.024419784545898438
dijkstra,3166,9.473211000000001,48.98148148148148,11.604235780718337,0.04445624351501465
a_star,1933,8.787888000000002,44.43478260869565,11.866228414872802,0.03770589828491211
dijkstra,3623,9.136205,48.57142857142857,11.285900294117647,0.05189251899719238
a_star,2380,8.707457999999995,46.42857142857143,11.252714953846148,0.041516780853271484
dijkstra,3092,6.705961,44.26829268292683,9.089071107438018,0.046524763107299805
a_star,1374,6.618746,41.724137931034484,9.51786614876033,0.03199958801269531
dijkstra,3117,8.246890999999998,49.81481481481482,9.933058304832711,0.04499959945678711
a_star,1713,8.115244999999996,46.60377358490566,10.44796724696356,0.03453683853149414
dijkstra,2554,11.482402000000002,40.0,17.223603000000004,0.04258370399475098
a_star,783,12.182418000000004,40.0,18.273627000000005,0.024562358856201172
dijkstra,3969,9.441355999999999,40.0,14.162033999999998,0.05740046501159668
a_star,1142,9.625748999999999,40.0,14.438623499999999,0.026993751525878906
dijkstra,1411,3.5185530000000003,60.60606060606061,3.48336747,0.02900409698486328
a_star,171,3.5185530000000003,60.60606060606061,3.48336747,0.017385005950927734
dijkstra,1055,1.9769469999999998,40.0,2.9654204999999996,0.02518153190612793
a_star,264,1.9769469999999998,40.0,2.9654204999999996,0.018111228942871094
dijkstra,1820,7.376404999999999,42.08955223880597,10.51530074468085,0.031459808349609375
a_star,702,7.103234999999999,40.57971014492754,10.502640321428569,0.022990942001342773
dijkstra,2922,6.775603,43.44827586206897,9.356785095238095,0.04546403884887695
a_star,1061,6.730712000000002,41.829268292682926,9.654548991253648,0.03042316436767578
dijkstra,1975,3.768264,41.36363636363637,5.466053274725274,0.03908228874206543
a_star,589,3.674159999999999,40.43478260869565,5.451979354838708,0.02500128746032715
dijkstra,1559,2.791482999999999,40.0,4.187224499999998,0.03299903869628906
a_star,339,2.791482999999999,40.0,4.187224499999998,0.019504308700561523
dijkstra,226,1.068979,40.0,1.6034685,0.018105506896972656
a_star,56,1.247517,40.0,1.8712754999999999,0.016878843307495117
dijkstra,1705,3.044723,41.714285714285715,4.379396095890411,0.03278398513793945
a_star,442,2.7839199999999997,40.54054054054054,4.1202016,0.019895315170288086
dijkstra,4404,20.528225000000013,40.0,30.79233750000002,0.05939054489135742
a_star,3697,20.528225000000013,40.0,30.79233750000002,0.05801057815551758
dijkstra,2068,8.177594000000001,40.0,12.266391000000002,0.03411221504211426
a_star,508,8.177594000000001,40.0,12.266391000000002,0.01990056037902832
dijkstra,3254,7.37579,47.95454545454545,9.228476587677726,0.04726052284240723
a_star,1444,7.37579,47.95454545454545,9.228476587677726,0.032999515533447266
dijkstra,4306,10.18658,43.39622641509434,14.08405408695652,0.05697035789489746
a_star,1610,9.419644000000002,40.0,14.129466000000003,0.033113956451416016
dijkstra,1749,4.878713999999999,51.53846153846154,5.679696895522386,0.030985116958618164
a_star,673,4.2057920000000015,41.42857142857143,6.09114703448276,0.023740291595458984
dijkstra,1136,3.0401489999999995,40.0,4.560223499999999,0.030696392059326172
a_star,154,3.0543030000000004,40.0,4.5814545,0.02053236961364746
dijkstra,2910,6.057346,40.0,9.086019,0.047963857650756836
a_star,923,6.057346,40.0,9.086019,0.029296398162841797
dijkstra,750,1.6726979999999994,40.0,2.509046999999999,0.025998830795288086
a_star,263,1.6726979999999994,40.0,2.509046999999999,0.01996779441833496
dijkstra,2753,5.4672969999999985,48.333333333333336,6.786989379310342,0.048525094985961914
a_star,888,5.4672969999999985,48.333333333333336,6.786989379310342,0.02789139747619629
dijkstra,1007,3.649001,42.77777777777778,5.118079324675325,0.02699899673461914
a_star,383,3.4046030000000007,40.57142857142857,5.034976267605636,0.018810033798217773
dijkstra,2833,5.705172999999998,44.76190476190476,7.647359553191487,0.04329252243041992
a_star,935,5.6417449999999985,42.30769230769231,8.00102018181818,0.027049541473388672
dijkstra,3912,9.869761999999996,45.97014925373134,12.881962090909086,0.05524086952209473
a_star,2369,9.869761999999996,45.97014925373134,12.881962090909086,0.0420684814453125
dijkstra,2417,7.421748000000001,41.8421052631579,10.642506566037737,0.041100263595581055
a_star,628,7.143782999999997,40.76923076923077,10.513491962264148,0.02328181266784668
dijkstra,3767,8.508694000000004,40.0,12.763041000000005,0.0561525821685791
a_star,1004,8.522848000000003,40.0,12.784272000000005,0.0260009765625
dijkstra,3708,8.204959999999998,43.271028037383175,11.377071965442763,0.051969289779663086
a_star,1756,8.204959999999998,43.271028037383175,11.377071965442763,0.03700590133666992
dijkstra,1294,2.7071260000000006,40.0,4.060689000000001,0.025394201278686523
a_star,231,2.7071260000000006,40.0,4.060689000000001,0.01910853385925293
dijkstra,3375,9.987234999999995,51.603053435114504,11.612376789940823,0.04898977279663086
a_star,2067,9.995588999999994,51.36363636363637,11.67626325663716,0.039472103118896484
dijkstra,2242,7.121646000000001,55.45454545454545,7.705387475409837,0.03830981254577637
a_star,1112,7.118703,54.48275862068966,7.839584316455695,0.029210567474365234
dijkstra,2043,3.921978,40.0,5.882967000000001,0.03498363494873047
a_star,813,3.921978,40.0,5.882967000000001,0.02499842643737793
dijkstra,3018,4.4360800000000005,40.0,6.654120000000001,0.04286456108093262
a_star,291,4.4360800000000005,40.0,6.654120000000001,0.018444299697875977
dijkstra,3384,5.752796999999999,42.90909090909091,8.044165296610169,0.05088400840759277
a_star,972,5.5551780000000015,41.40350877192982,8.050300322033902,0.02492046356201172
dijkstra,2552,7.993938000000003,40.963855421686745,11.708768011764711,0.04057955741882324
a_star,819,7.8866090000000035,40.714285714285715,11.622371157894742,0.02509593963623047
dijkstra,381,1.137885,40.0,1.7068275,0.019425392150878906
a_star,75,1.137885,40.0,1.7068275,0.015887737274169922
dijkstra,2026,12.325326,56.964285714285715,12.982161554858935,0.035233259201049805
a_star,246,12.325326,56.964285714285715,12.982161554858935,0.018004894256591797
dijkstra,1277,6.616765999999999,50.204081632653065,7.907842292682926,0.027195215225219727
a_star,84,5.803259,40.0,8.7048885,0.0149993896484375
dijkstra,3518,7.828454999999998,43.94736842105263,10.687950538922154,0.05189990997314453
a_star,1483,7.828454999999998,43.94736842105263,10.687950538922154,0.03156280517578125
dijkstra,3816,6.848321999999998,40.0,10.272482999999998,0.05463695526123047
a_star,399,6.956757999999997,40.0,10.435136999999996,0.02101731300354004
dijkstra,2942,6.893639999999998,49.73684210526316,8.31613714285714,0.04799699783325195
a_star,986,6.689444999999996,48.860759493670884,8.214499818652845,0.02898550033569336
dijkstra,1436,2.9738769999999994,57.10526315789474,3.1246265253456214,0.0344691276550293
a_star,425,2.9738769999999994,57.10526315789474,3.1246265253456214,0.020975112915039062
dijkstra,1693,3.9991069999999995,47.11864406779661,5.092388050359712,0.03501129150390625
a_star,719,4.098872999999998,40.370370370370374,6.091902990825685,0.025660276412963867
dijkstra,4052,8.007042000000002,43.67816091954023,10.999147168421054,0.05480456352233887
a_star,2048,7.679731000000002,41.9277108433735,10.989959879310346,0.03810286521911621
dijkstra,3789,8.163199999999996,44.285714285714285,11.059819354838705,0.05196738243103027
a_star,1858,8.153696999999998,43.24074074074074,11.313909327623122,0.03998994827270508
dijkstra,1814,3.175302999999999,40.0,4.762954499999999,0.037189483642578125
a_star,598,3.175302999999999,40.0,4.762954499999999,0.024320602416992188
dijkstra,1390,4.026062,40.93023255813954,5.901840886363636,0.03300595283508301
a_star,585,4.034567,40.5,5.977136296296297,0.02460765838623047
dijkstra,2575,6.944507999999999,51.19402985074627,8.139044361516033,0.043894290924072266
a_star,788,7.039392999999999,51.029411764705884,8.276865544668585,0.027114391326904297
dijkstra,3744,7.522659999999999,40.95238095238095,11.021571627906976,0.05331826210021973
a_star,1713,7.526101,40.970873786407765,11.021636061611375,0.03646969795227051
dijkstra,2230,3.5980589999999997,40.0,5.3970885,0.03617048263549805
a_star,547,3.6050529999999994,40.0,5.407579499999999,0.022002458572387695
dijkstra,3920,9.347012,51.351351351351354,10.921245599999999,0.05453777313232422
a_star,1501,9.283892,50.535714285714285,11.0225714204947,0.03401756286621094
dijkstra,3667,7.017504999999999,44.166666666666664,9.53321433962264,0.05253171920776367
a_star,1196,7.017504999999999,44.166666666666664,9.53321433962264,0.029004573822021484
dijkstra,3567,8.51126,50.40816326530612,10.130811497975708,0.05215620994567871
a_star,1936,8.51126,50.40816326530612,10.130811497975708,0.036914825439453125
dijkstra,652,2.996350000000001,41.351351351351354,4.347645098039217,0.0240328311920166
a_star,66,2.996350000000001,41.351351351351354,4.347645098039217,0.015969514846801758
dijkstra,603,1.6005359999999997,40.0,2.4008039999999995,0.019568920135498047
a_star,76,1.6005359999999997,40.0,2.4008039999999995,0.015000343322753906
dijkstra,1302,2.4279740000000003,40.0,3.6419610000000002,0.0260164737701416
a_star,172,2.4279740000000003,40.0,3.6419610000000002,0.018115997314453125
dijkstra,2944,8.527258,40.824742268041234,12.532485242424242,0.04485130310058594
a_star,1931,8.419929,40.61224489795919,12.439493095477385,0.03957033157348633
dijkstra,624,1.842618,40.0,2.7639270000000002,0.02100229263305664
a_star,50,1.842618,40.0,2.7639270000000002,0.017004966735839844
dijkstra,3206,4.911114999999999,40.0,7.366672499999998,0.04497361183166504
a_star,844,4.911114999999999,40.0,7.366672499999998,0.023322343826293945
dijkstra,2244,4.463176,41.111111111111114,6.513824432432431,0.0404355525970459
a_star,264,4.463176,41.111111111111114,6.513824432432431,0.018330097198486328
dijkstra,3976,11.031661999999999,43.53448275862069,15.204033172277226,0.0554194450378418
a_star,2906,10.712124000000001,40.16,16.004169322709167,0.04951596260070801
dijkstra,1094,5.185066999999999,40.0,7.777600499999998,0.026625394821166992
a_star,263,5.185066999999999,40.0,7.777600499999998,0.021357297897338867
dijkstra,411,1.2830489999999999,40.0,1.9245735,0.022050857543945312
a_star,58,1.2830489999999999,40.0,1.9245735,0.018271684646606445
dijkstra,4091,10.379394000000001,52.64957264957265,11.828465240259742,0.060417890548706055
a_star,2614,10.379394000000001,52.64957264957265,11.828465240259742,0.04732799530029297
dijkstra,1627,3.6996459999999995,40.0,5.549468999999999,0.030601024627685547
a_star,478,3.7170389999999998,40.0,5.5755585,0.019899606704711914
dijkstra,4364,10.646552,40.0,15.969828,0.060804128646850586
a_star,1266,10.847961999999997,40.0,16.271942999999997,0.0293734073638916
dijkstra,1199,3.775341,42.56410256410256,5.321866228915663,0.02695322036743164
a_star,305,3.771874,42.0,5.3883914285714285,0.01838994026184082
dijkstra,3598,5.9419260000000005,46.52173913043478,7.663418579439253,0.05280756950378418
a_star,1469,5.9419260000000005,46.52173913043478,7.663418579439253,0.04427909851074219
dijkstra,1912,6.2993340000000035,55.476190476190474,6.8130135965665275,0.03696703910827637
a_star,867,6.236214000000003,54.35294117647059,6.884132337662342,0.024916410446166992
dijkstra,1003,1.923565,40.0,2.8853475,0.026200056076049805
a_star,151,1.923565,40.0,2.8853475,0.016109704971313477
dijkstra,1882,8.408528000000002,56.73913043478261,8.891776735632186,0.03333163261413574
a_star,600,8.408528000000002,56.73913043478261,8.891776735632186,0.023996353149414062
dijkstra,1159,2.2495610000000004,40.0,3.3743415000000008,0.02562999725341797
a_star,231,2.2495610000000004,40.0,3.3743415000000008,0.018915414810180664
dijkstra,3731,6.4260399999999995,46.0,8.381791304347825,0.0561983585357666
a_star,1227,6.4260399999999995,46.0,8.381791304347825,0.031237363815307617
dijkstra,435,1.7327190000000001,40.0,2.5990785,0.01838397979736328
a_star,87,1.7327190000000001,40.0,2.5990785,0.015416383743286133
dijkstra,239,0.949327,40.0,1.4239905000000002,0.01810169219970703
a_star,55,1.1278650000000001,40.0,1.6917975000000003,0.01589822769165039
dijkstra,3157,10.398529000000002,45.943396226415096,13.580009125256675,0.047297000885009766
a_star,2252,10.187685000000002,45.32710280373832,13.485554164948455,0.043001413345336914
dijkstra,2012,5.897951000000002,56.71232876712329,6.2398612028985525,0.03626847267150879
a_star,637,5.897951000000002,56.71232876712329,6.2398612028985525,0.02501964569091797
dijkstra,3910,10.63253199999999,48.656716417910445,13.111281791411033,0.060120344161987305
a_star,2871,10.453192999999997,46.015037593984964,13.630143813725486,0.04965543746948242
dijkstra,755,2.2604490000000004,49.411764705882355,2.744830928571429,0.024324655532836914
a_star,62,2.2604490000000004,49.411764705882355,2.744830928571429,0.015900373458862305
dijkstra,1053,2.06759,40.0,3.101385,0.02338719367980957
a_star,65,2.06759,40.0,3.101385,0.018021106719970703
dijkstra,816,1.9526649999999997,42.285714285714285,2.7706733108108104,0.022176504135131836
a_star,238,1.8960400000000002,41.42857142857143,2.7459889655172414,0.017984867095947266
dijkstra,1398,4.060187999999999,40.0,6.090281999999998,0.029998302459716797
a_star,315,4.060187999999999,40.0,6.090281999999998,0.01946425437927246
dijkstra,23,0.413159,40.0,0.6197385000000001,0.01509547233581543
a_star,8,0.413159,40.0,0.6197385000000001,0.014006376266479492
dijkstra,66,0.48846200000000006,40.0,0.732693,0.014312744140625
a_star,20,0.48846200000000006,40.0,0.732693,0.016433238983154297
dijkstra,2469,14.372197000000002,54.583333333333336,15.79844555725191,0.04042506217956543
a_star,493,14.372197000000002,54.583333333333336,15.79844555725191,0.01963067054748535
dijkstra,1428,2.4433939999999996,40.0,3.6650909999999994,0.028900623321533203
a_star,357,2.4433939999999996,40.0,3.6650909999999994,0.022000551223754883
dijkstra,4222,8.827284000000002,41.904761904761905,12.639065727272731,0.05865645408630371
a_star,1831,8.796465000000001,41.44578313253012,12.734417354651166,0.035353899002075195
dijkstra,3612,8.178477999999997,44.5,11.027161348314602,0.05441141128540039
a_star,1526,8.091262999999996,42.38095238095238,11.455046494382017,0.03237605094909668
dijkstra,4269,11.132000000000005,41.98019801980198,15.910358490566045,0.05885004997253418
a_star,2355,11.043334000000005,40.24096385542169,16.465809377245513,0.043199777603149414
dijkstra,1577,3.2484849999999996,40.0,4.8727275,0.03406071662902832
a_star,27,3.2484849999999996,40.0,4.8727275,0.01689887046813965
dijkstra,1730,5.894524000000001,42.857142857142854,8.252333600000004,0.03139781951904297
a_star,546,5.7081940000000015,41.016949152542374,8.350002793388432,0.022099971771240234
dijkstra,3412,7.123252999999995,44.61538461538461,9.579547137931028,0.050597429275512695
a_star,1443,6.965720999999996,42.073170731707314,9.93372386086956,0.030998706817626953
dijkstra,2870,7.630049999999999,51.111111111111114,8.957015217391303,0.04282212257385254
a_star,1532,7.630049999999999,51.111111111111114,8.957015217391303,0.03401613235473633
